city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,-18.8792,47.5079,2026-08-11 10:53:45+00:00,2,67.07,0.02,0.09,68.89,0.16,1.26,1.96,0.3
