city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
London,51.5074,-0.1278,2026-08-31 13:00:31+00:00,2,122.16,0.54,2.18,72.43,2.1,1.58,4.06,0.89
