city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Washington,38.9072,-77.0369,2026-06-01 00:00:00+00:00,2,134.38,0.25,5.71,61.49,0.49,4.6,5.14,1.11
Washington,38.9072,-77.0369,2026-06-01 01:00:00+00:00,1,137.11,0.0,6.57,56.81,0.54,4.85,5.47,1.17
Washington,38.9072,-77.0369,2026-06-01 02:00:00+00:00,1,139.25,0.0,6.64,55.03,0.64,5.09,5.79,1.21
Washington,38.9072,-77.0369,2026-06-01 03:00:00+00:00,1,139.51,0.0,6.56,53.9,0.78,5.2,5.99,1.27
Washington,38.9072,-77.0369,2026-06-01 04:00:00+00:00,1,132.03,0.0,5.46,56.28,1.03,4.93,5.82,1.29
Washington,38.9072,-77.0369,2026-06-01 05:00:00+00:00,1,125.99,0.0,4.72,50.79,0.92,4.63,5.61,1.26
Washington,38.9072,-77.0369,2026-06-01 06:00:00+00:00,1,120.65,0.0,3.97,46.33,0.8,4.43,5.49,1.18
Washington,38.9072,-77.0369,2026-06-01 07:00:00+00:00,1,115.62,0.0,3.33,42.46,0.72,4.36,5.48,1.02
Washington,38.9072,-77.0369,2026-06-01 08:00:00+00:00,1,112.15,0.0,2.95,38.57,0.63,4.44,5.59,0.85
Washington,38.9072,-77.0369,2026-06-01 09:00:00+00:00,1,110.5,0.0,2.81,35.18,0.58,4.58,5.77,0.72
Washington,38.9072,-77.0369,2026-06-01 10:00:00+00:00,1,109.78,0.0,2.93,32.21,0.55,4.73,5.97,0.66
Washington,38.9072,-77.0369,2026-06-01 11:00:00+00:00,1,114.08,0.05,3.78,29.51,0.57,4.93,6.24,0.74
Washington,38.9072,-77.0369,2026-06-01 12:00:00+00:00,1,123.3,0.4,4.93,28.35,0.62,5.19,6.57,0.89
Washington,38.9072,-77.0369,2026-06-01 13:00:00+00:00,1,128.61,1.49,3.84,32.75,0.68,5.43,6.82,1.1
Washington,38.9072,-77.0369,2026-06-01 14:00:00+00:00,1,130.53,1.56,3.38,40.18,0.7,5.63,6.92,1.21
Washington,38.9072,-77.0369,2026-06-01 15:00:00+00:00,1,131.1,0.97,2.71,58.05,0.87,6.2,7.37,1.22
Washington,38.9072,-77.0369,2026-06-01 16:00:00+00:00,2,120.52,0.28,1.26,99.66,1.47,5.59,6.29,0.81
Washington,38.9072,-77.0369,2026-06-01 17:00:00+00:00,3,116.98,0.18,0.9,111.01,1.46,5.18,5.69,0.67
Washington,38.9072,-77.0369,2026-06-01 18:00:00+00:00,3,117.06,0.16,0.86,116.04,1.46,5.22,5.68,0.74
Washington,38.9072,-77.0369,2026-06-01 19:00:00+00:00,3,118.82,0.14,1.04,119.58,1.48,5.35,5.81,0.86
Washington,38.9072,-77.0369,2026-06-01 20:00:00+00:00,3,121.31,0.14,1.42,119.31,1.55,5.5,5.96,0.99
