city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Washington,38.9072,-77.0369,2026-07-31 03:43:25+00:00,1,147.58,0,4.97,56.02,1.32,5.31,5.81,1.59
