city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Paris,48.8566,2.3522,2026-09-06 15:00:09+00:00,2,97.77,0.05,1.03,87.85,0.16,2.04,3.68,1.2
