city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Paris,48.8566,2.3522,2026-07-01 00:00:00+00:00,1,96.52,0.0,3.7,55.92,0.68,5.27,7.48,3.35
Paris,48.8566,2.3522,2026-07-01 01:00:00+00:00,2,100.5,0.0,3.48,63.84,0.88,4.92,7.06,3.51
Paris,48.8566,2.3522,2026-07-01 02:00:00+00:00,2,102.59,0.0,3.43,63.07,0.92,4.45,6.36,3.79
Paris,48.8566,2.3522,2026-07-01 03:00:00+00:00,2,102.42,0.0,3.33,61.37,0.92,3.87,5.52,3.94
Paris,48.8566,2.3522,2026-07-01 04:00:00+00:00,2,98.67,0.0,3.05,60.07,0.89,3.23,4.62,3.8
Paris,48.8566,2.3522,2026-07-01 05:00:00+00:00,1,94.87,0.01,3.01,59.2,0.83,2.93,4.22,3.54
Paris,48.8566,2.3522,2026-07-01 06:00:00+00:00,1,92.14,0.22,2.99,59.06,0.8,2.91,4.32,3.26
Paris,48.8566,2.3522,2026-07-01 07:00:00+00:00,2,89.37,0.5,2.57,60.21,0.79,3.02,4.7,2.96
Paris,48.8566,2.3522,2026-07-01 08:00:00+00:00,2,87.01,0.55,1.98,63.52,0.78,3.25,5.27,2.69
Paris,48.8566,2.3522,2026-07-01 09:00:00+00:00,2,84.5,0.41,1.36,68.65,0.75,3.62,6.0,2.35
Paris,48.8566,2.3522,2026-07-01 10:00:00+00:00,2,81.76,0.16,0.6,77.91,0.52,2.99,5.09,1.6
Paris,48.8566,2.3522,2026-07-01 11:00:00+00:00,2,80.14,0.1,0.4,78.33,0.37,2.44,4.18,1.38
Paris,48.8566,2.3522,2026-07-01 12:00:00+00:00,2,79.69,0.09,0.37,75.78,0.29,2.06,3.53,1.27
Paris,48.8566,2.3522,2026-07-01 13:00:00+00:00,2,80.46,0.09,0.37,74.06,0.24,1.73,2.91,1.19
Paris,48.8566,2.3522,2026-07-01 14:00:00+00:00,2,80.86,0.1,0.39,72.34,0.21,1.44,2.36,1.14
Paris,48.8566,2.3522,2026-07-01 15:00:00+00:00,2,81.16,0.1,0.45,71.01,0.19,1.25,1.98,1.15
Paris,48.8566,2.3522,2026-07-01 16:00:00+00:00,2,81.83,0.11,0.52,70.45,0.21,1.14,1.74,1.21
Paris,48.8566,2.3522,2026-07-01 17:00:00+00:00,2,82.26,0.1,0.58,69.97,0.23,1.09,1.62,1.33
Paris,48.8566,2.3522,2026-07-01 18:00:00+00:00,2,82.32,0.07,0.65,69.43,0.28,1.07,1.6,1.44
Paris,48.8566,2.3522,2026-07-01 19:00:00+00:00,2,82.54,0.04,0.85,67.63,0.33,1.11,1.69,1.69
Paris,48.8566,2.3522,2026-07-01 20:00:00+00:00,2,82.74,0.01,1.15,65.19,0.38,1.19,1.87,2.1
Paris,48.8566,2.3522,2026-07-01 21:00:00+00:00,2,82.93,0.0,1.34,63.33,0.43,1.29,2.07,2.47
Paris,48.8566,2.3522,2026-07-01 22:00:00+00:00,2,81.64,0.0,1.45,61.42,0.46,1.39,2.26,2.74
Paris,48.8566,2.3522,2026-07-01 23:00:00+00:00,2,81.75,0.0,1.45,60.79,0.5,1.54,2.49,3.01
Paris,48.8566,2.3522,2026-07-02 00:00:00+00:00,2,81.67,0.0,1.4,60.22,0.53,1.7,2.73,3.2
Paris,48.8566,2.3522,2026-07-02 01:00:00+00:00,1,80.58,0.0,1.35,57.7,0.51,1.84,2.92,3.28
Paris,48.8566,2.3522,2026-07-02 02:00:00+00:00,1,80.3,0.0,1.35,53.79,0.43,1.98,3.1,3.13
Paris,48.8566,2.3522,2026-07-02 03:00:00+00:00,1,79.92,0.0,1.39,49.38,0.35,2.11,3.28,2.49
Paris,48.8566,2.3522,2026-07-02 04:00:00+00:00,1,78.38,0.0,1.51,44.54,0.3,2.21,3.44,1.98
Paris,48.8566,2.3522,2026-07-02 05:00:00+00:00,1,78.33,0.02,1.96,41.02,0.29,2.33,3.67,1.96
Paris,48.8566,2.3522,2026-07-02 06:00:00+00:00,1,78.65,0.28,2.26,40.41,0.34,2.46,4.02,2.13
Paris,48.8566,2.3522,2026-07-02 07:00:00+00:00,1,78.35,0.51,1.85,44.37,0.41,2.61,4.53,2.41
Paris,48.8566,2.3522,2026-07-02 08:00:00+00:00,1,77.63,0.6,1.56,45.88,0.38,2.78,5.0,2.71
Paris,48.8566,2.3522,2026-07-02 09:00:00+00:00,1,76.9,0.54,1.29,49.07,0.34,3.15,5.75,2.91
Paris,48.8566,2.3522,2026-07-02 10:00:00+00:00,2,77.66,0.21,0.68,65.4,0.36,2.75,5.04,2.04
Paris,48.8566,2.3522,2026-07-02 11:00:00+00:00,2,77.98,0.13,0.47,69.84,0.29,2.35,4.35,1.67
Paris,48.8566,2.3522,2026-07-02 12:00:00+00:00,2,78.39,0.12,0.43,68.65,0.24,2.2,4.18,1.64
Paris,48.8566,2.3522,2026-07-02 13:00:00+00:00,2,79.96,0.12,0.42,64.65,0.2,1.98,3.88,1.67
Paris,48.8566,2.3522,2026-07-02 14:00:00+00:00,1,80.82,0.12,0.43,58.26,0.16,1.66,3.3,1.7
Paris,48.8566,2.3522,2026-07-02 15:00:00+00:00,1,81.23,0.13,0.5,53.53,0.13,1.39,2.72,1.77
Paris,48.8566,2.3522,2026-07-02 16:00:00+00:00,1,82.08,0.14,0.61,51.11,0.12,1.19,2.18,1.85
Paris,48.8566,2.3522,2026-07-02 17:00:00+00:00,1,82.3,0.12,0.68,50.41,0.11,1.05,1.75,1.87
Paris,48.8566,2.3522,2026-07-02 18:00:00+00:00,1,82.7,0.09,0.75,50.78,0.11,0.97,1.46,1.87
Paris,48.8566,2.3522,2026-07-02 19:00:00+00:00,1,83.22,0.05,0.89,50.93,0.13,0.96,1.37,1.98
Paris,48.8566,2.3522,2026-07-02 20:00:00+00:00,1,84.32,0.01,1.14,50.72,0.17,1.09,1.58,2.29
Paris,48.8566,2.3522,2026-07-02 21:00:00+00:00,1,85.43,0.0,1.32,50.64,0.24,1.35,2.1,2.64
Paris,48.8566,2.3522,2026-07-02 22:00:00+00:00,1,85.3,0.0,1.47,49.7,0.31,1.7,2.83,2.99
Paris,48.8566,2.3522,2026-07-02 23:00:00+00:00,1,85.71,0.0,1.58,48.42,0.36,2.1,3.63,3.32
Paris,48.8566,2.3522,2026-07-03 00:00:00+00:00,1,85.86,0.0,1.62,47.33,0.41,2.51,4.44,3.27
Paris,48.8566,2.3522,2026-07-03 01:00:00+00:00,1,84.62,0.0,1.6,45.85,0.43,2.85,5.13,2.91
Paris,48.8566,2.3522,2026-07-03 02:00:00+00:00,1,84.17,0.0,1.6,45.51,0.45,3.17,5.76,2.62
