city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,-18.8792,47.5079,2026-07-01 00:00:00+00:00,1,135.45,0.0,1.01,28.8,0.11,4.06,5.76,0.37
Antananarivo,-18.8792,47.5079,2026-07-01 01:00:00+00:00,1,134.73,0.0,0.99,27.69,0.12,3.98,5.55,0.43
Antananarivo,-18.8792,47.5079,2026-07-01 02:00:00+00:00,1,137.2,0.0,1.02,26.25,0.13,4.09,5.58,0.48
Antananarivo,-18.8792,47.5079,2026-07-01 03:00:00+00:00,1,143.23,0.0,1.1,25.07,0.15,4.38,5.85,0.54
Antananarivo,-18.8792,47.5079,2026-07-01 04:00:00+00:00,1,161.51,0.01,1.37,24.05,0.24,5.3,7.37,0.72
Antananarivo,-18.8792,47.5079,2026-07-01 05:00:00+00:00,1,185.9,0.17,1.47,23.87,0.33,6.51,9.62,0.85
Antananarivo,-18.8792,47.5079,2026-07-01 06:00:00+00:00,1,199.74,0.31,1.16,28.07,0.38,7.67,11.36,1.1
Antananarivo,-18.8792,47.5079,2026-07-01 07:00:00+00:00,1,93.4,0.06,0.24,49.61,0.19,1.9,3.4,0.43
Antananarivo,-18.8792,47.5079,2026-07-01 08:00:00+00:00,1,81.67,0.04,0.13,52.18,0.17,1.46,2.75,0.4
Antananarivo,-18.8792,47.5079,2026-07-01 09:00:00+00:00,1,79.02,0.03,0.1,51.83,0.17,1.53,2.81,0.41
Antananarivo,-18.8792,47.5079,2026-07-01 10:00:00+00:00,1,77.13,0.02,0.08,53.91,0.16,1.46,2.58,0.38
Antananarivo,-18.8792,47.5079,2026-07-01 11:00:00+00:00,1,76.53,0.03,0.09,54.8,0.16,1.49,2.53,0.38
Antananarivo,-18.8792,47.5079,2026-07-01 12:00:00+00:00,1,76.68,0.03,0.1,54.4,0.16,1.55,2.61,0.39
Antananarivo,-18.8792,47.5079,2026-07-01 13:00:00+00:00,1,90.12,0.06,0.29,51.52,0.23,2.2,3.61,0.71
Antananarivo,-18.8792,47.5079,2026-07-01 14:00:00+00:00,1,113.24,0.06,0.7,47.08,0.33,3.35,5.36,1.14
Antananarivo,-18.8792,47.5079,2026-07-01 15:00:00+00:00,1,136.43,0.0,1.26,43.13,0.42,4.49,7.11,1.57
Antananarivo,-18.8792,47.5079,2026-07-01 16:00:00+00:00,1,166.79,0.0,1.77,38.77,0.59,6.12,9.6,2.14
Antananarivo,-18.8792,47.5079,2026-07-01 17:00:00+00:00,1,209.71,0.0,2.32,34.13,0.68,8.58,13.23,2.48
Antananarivo,-18.8792,47.5079,2026-07-01 18:00:00+00:00,2,250.65,0.0,2.75,30.25,0.66,11.17,16.81,2.45
Antananarivo,-18.8792,47.5079,2026-07-01 19:00:00+00:00,2,281.21,0.0,3.03,26.91,0.63,13.32,19.64,2.17
Antananarivo,-18.8792,47.5079,2026-07-01 20:00:00+00:00,2,301.05,0.0,3.19,24.73,0.57,14.76,21.41,1.86
Antananarivo,-18.8792,47.5079,2026-07-01 21:00:00+00:00,2,299.36,0.0,3.09,23.2,0.44,14.84,21.21,1.45
Antananarivo,-18.8792,47.5079,2026-07-01 22:00:00+00:00,2,289.86,0.0,2.9,21.8,0.34,14.39,20.17,1.14
Antananarivo,-18.8792,47.5079,2026-07-01 23:00:00+00:00,2,282.52,0.0,2.72,20.77,0.26,13.95,19.15,0.84
Antananarivo,-18.8792,47.5079,2026-07-02 00:00:00+00:00,2,271.84,0.0,2.51,20.48,0.2,13.3,17.96,0.64
Antananarivo,-18.8792,47.5079,2026-07-02 01:00:00+00:00,2,254.58,0.0,2.23,21.34,0.18,12.23,16.43,0.57
Antananarivo,-18.8792,47.5079,2026-07-02 02:00:00+00:00,2,242.93,0.0,2.06,21.57,0.18,11.36,15.42,0.68
Antananarivo,-18.8792,47.5079,2026-07-02 03:00:00+00:00,2,237.71,0.0,2.0,21.83,0.23,10.92,14.99,0.94
Antananarivo,-18.8792,47.5079,2026-07-02 04:00:00+00:00,2,249.56,0.02,2.22,21.89,0.39,11.43,16.08,1.52
Antananarivo,-18.8792,47.5079,2026-07-02 05:00:00+00:00,2,267.77,0.37,1.95,23.44,0.51,12.39,17.69,2.07
Antananarivo,-18.8792,47.5079,2026-07-02 06:00:00+00:00,2,279.06,0.43,1.37,31.5,0.59,14.4,19.95,2.46
Antananarivo,-18.8792,47.5079,2026-07-02 07:00:00+00:00,1,138.5,0.11,0.37,51.32,0.42,5.26,7.86,1.19
Antananarivo,-18.8792,47.5079,2026-07-02 08:00:00+00:00,1,122.19,0.06,0.21,55.27,0.38,4.57,6.75,1.0
Antananarivo,-18.8792,47.5079,2026-07-02 09:00:00+00:00,1,113.2,0.04,0.15,56.71,0.35,4.21,6.18,0.86
Antananarivo,-18.8792,47.5079,2026-07-02 10:00:00+00:00,2,101.01,0.03,0.12,61.01,0.29,3.29,4.8,0.65
Antananarivo,-18.8792,47.5079,2026-07-02 11:00:00+00:00,2,97.94,0.03,0.13,62.2,0.26,3.29,4.64,0.6
Antananarivo,-18.8792,47.5079,2026-07-02 12:00:00+00:00,2,97.78,0.04,0.15,61.84,0.26,3.52,4.87,0.62
Antananarivo,-18.8792,47.5079,2026-07-02 13:00:00+00:00,1,108.63,0.06,0.31,59.7,0.31,4.22,5.91,0.9
Antananarivo,-18.8792,47.5079,2026-07-02 14:00:00+00:00,1,130.26,0.06,0.73,55.67,0.4,5.47,7.78,1.38
Antananarivo,-18.8792,47.5079,2026-07-02 15:00:00+00:00,1,156.39,0.0,1.34,51.49,0.48,6.85,9.82,1.86
Antananarivo,-18.8792,47.5079,2026-07-02 16:00:00+00:00,1,189.05,0.0,1.86,46.88,0.57,8.63,12.47,2.22
Antananarivo,-18.8792,47.5079,2026-07-02 17:00:00+00:00,2,232.3,0.0,2.41,43.06,0.68,11.1,16.04,2.72
Antananarivo,-18.8792,47.5079,2026-07-02 18:00:00+00:00,2,270.66,0.0,2.82,39.93,0.75,13.58,19.45,3.13
Antananarivo,-18.8792,47.5079,2026-07-02 19:00:00+00:00,2,301.45,0.0,3.15,36.73,0.8,15.68,22.33,3.35
Antananarivo,-18.8792,47.5079,2026-07-02 20:00:00+00:00,2,321.0,0.0,3.37,35.23,0.88,17.02,24.15,3.72
Antananarivo,-18.8792,47.5079,2026-07-02 21:00:00+00:00,2,317.2,0.0,3.31,34.83,0.87,16.91,23.84,3.79
Antananarivo,-18.8792,47.5079,2026-07-02 22:00:00+00:00,2,306.82,0.0,3.13,34.69,0.83,16.4,22.93,3.76
Antananarivo,-18.8792,47.5079,2026-07-02 23:00:00+00:00,2,300.96,0.0,2.96,33.73,0.74,16.23,22.41,3.46
Antananarivo,-18.8792,47.5079,2026-07-03 00:00:00+00:00,2,297.7,0.0,2.82,32.14,0.64,16.16,22.0,3.02
Antananarivo,-18.8792,47.5079,2026-07-03 01:00:00+00:00,2,292.4,0.0,2.68,30.1,0.47,15.79,21.21,2.09
Antananarivo,-18.8792,47.5079,2026-07-03 02:00:00+00:00,2,289.02,0.0,2.59,28.89,0.4,15.57,20.74,1.84
Antananarivo,-18.8792,47.5079,2026-07-03 03:00:00+00:00,2,290.96,0.0,2.6,28.11,0.4,15.69,20.86,1.86
Antananarivo,-18.8792,47.5079,2026-07-03 04:00:00+00:00,2,308.41,0.01,2.87,27.14,0.52,16.51,22.27,2.28
Antananarivo,-18.8792,47.5079,2026-07-03 05:00:00+00:00,2,330.96,0.43,2.51,28.06,0.62,17.68,24.16,2.72
Antananarivo,-18.8792,47.5079,2026-07-03 06:00:00+00:00,2,346.27,0.49,1.7,36.65,0.67,20.45,27.3,2.88
Antananarivo,-18.8792,47.5079,2026-07-03 07:00:00+00:00,1,172.1,0.11,0.42,54.07,0.48,8.55,12.14,1.49
Antananarivo,-18.8792,47.5079,2026-07-03 08:00:00+00:00,1,153.73,0.07,0.25,56.58,0.46,7.92,11.1,1.3
Antananarivo,-18.8792,47.5079,2026-07-03 09:00:00+00:00,1,143.45,0.05,0.19,57.44,0.45,7.62,10.53,1.2
Antananarivo,-18.8792,47.5079,2026-07-03 10:00:00+00:00,2,122.72,0.04,0.16,61.02,0.38,6.07,8.25,0.93
Antananarivo,-18.8792,47.5079,2026-07-03 11:00:00+00:00,2,118.15,0.05,0.17,61.8,0.36,6.09,8.05,0.86
Antananarivo,-18.8792,47.5079,2026-07-03 12:00:00+00:00,2,117.68,0.05,0.2,61.59,0.36,6.44,8.39,0.88
Antananarivo,-18.8792,47.5079,2026-07-03 13:00:00+00:00,1,127.85,0.07,0.38,59.48,0.42,7.27,9.54,1.15
Antananarivo,-18.8792,47.5079,2026-07-03 14:00:00+00:00,1,147.29,0.06,0.79,55.17,0.49,8.49,11.3,1.53
Antananarivo,-18.8792,47.5079,2026-07-03 15:00:00+00:00,1,169.48,0.0,1.36,50.46,0.53,9.59,12.97,1.86
Antananarivo,-18.8792,47.5079,2026-07-03 16:00:00+00:00,2,198.9,0.0,1.86,44.81,0.59,11.09,15.25,2.22
Antananarivo,-18.8792,47.5079,2026-07-03 17:00:00+00:00,2,240.33,0.0,2.41,39.85,0.65,13.45,18.63,2.5
Antananarivo,-18.8792,47.5079,2026-07-03 18:00:00+00:00,2,277.03,0.0,2.8,35.98,0.67,15.77,21.79,2.56
Antananarivo,-18.8792,47.5079,2026-07-03 19:00:00+00:00,2,306.59,0.0,3.09,32.85,0.73,17.85,24.58,2.8
Antananarivo,-18.8792,47.5079,2026-07-03 20:00:00+00:00,2,331.05,0.0,3.36,30.95,0.83,19.74,27.01,3.22
Antananarivo,-18.8792,47.5079,2026-07-03 21:00:00+00:00,2,335.43,0.0,3.42,30.01,0.83,20.42,27.25,3.33
Antananarivo,-18.8792,47.5079,2026-07-03 22:00:00+00:00,2,327.46,0.0,3.29,29.64,0.8,20.28,26.21,3.37
Antananarivo,-18.8792,47.5079,2026-07-03 23:00:00+00:00,2,320.77,0.0,3.12,29.33,0.76,20.12,25.69,3.34
Antananarivo,-18.8792,47.5079,2026-07-04 00:00:00+00:00,2,315.23,0.0,2.96,28.93,0.65,19.99,25.45,3.02
Antananarivo,-18.8792,47.5079,2026-07-04 01:00:00+00:00,2,305.51,0.0,2.76,28.63,0.49,19.55,24.82,2.38
Antananarivo,-18.8792,47.5079,2026-07-04 02:00:00+00:00,2,296.66,0.0,2.57,28.43,0.41,18.99,24.13,2.05
Antananarivo,-18.8792,47.5079,2026-07-04 03:00:00+00:00,2,291.18,0.0,2.45,28.36,0.38,18.58,23.73,1.81
Antananarivo,-18.8792,47.5079,2026-07-04 04:00:00+00:00,2,296.72,0.01,2.53,28.07,0.42,18.47,23.98,1.8
Antananarivo,-18.8792,47.5079,2026-07-04 05:00:00+00:00,2,304.49,0.31,2.09,29.38,0.47,18.43,24.29,2.03
Antananarivo,-18.8792,47.5079,2026-07-04 06:00:00+00:00,2,306.01,0.35,1.33,37.36,0.51,19.45,25.32,2.2
Antananarivo,-18.8792,47.5079,2026-07-04 07:00:00+00:00,1,140.16,0.07,0.28,56.22,0.35,7.16,9.55,0.96
Antananarivo,-18.8792,47.5079,2026-07-04 08:00:00+00:00,1,120.24,0.04,0.16,59.8,0.31,5.95,7.93,0.81
Antananarivo,-18.8792,47.5079,2026-07-04 09:00:00+00:00,2,113.36,0.03,0.12,60.97,0.3,5.73,7.61,0.78
Antananarivo,-18.8792,47.5079,2026-07-04 10:00:00+00:00,2,101.75,0.02,0.1,65.64,0.28,4.81,6.41,0.67
Antananarivo,-18.8792,47.5079,2026-07-04 11:00:00+00:00,2,95.33,0.02,0.1,68.97,0.25,4.51,5.91,0.61
Antananarivo,-18.8792,47.5079,2026-07-04 12:00:00+00:00,2,92.71,0.02,0.11,69.99,0.25,4.52,5.84,0.59
Antananarivo,-18.8792,47.5079,2026-07-04 13:00:00+00:00,2,102.44,0.04,0.27,66.05,0.3,5.21,6.76,0.8
Antananarivo,-18.8792,47.5079,2026-07-04 14:00:00+00:00,1,122.56,0.04,0.65,59.27,0.37,6.51,8.52,1.17
Antananarivo,-18.8792,47.5079,2026-07-04 15:00:00+00:00,1,144.38,0.0,1.13,53.42,0.42,7.82,10.33,1.5
Antananarivo,-18.8792,47.5079,2026-07-04 16:00:00+00:00,1,170.22,0.0,1.54,47.23,0.46,9.37,12.5,1.75
Antananarivo,-18.8792,47.5079,2026-07-04 17:00:00+00:00,2,204.67,0.0,1.97,41.49,0.5,11.49,15.38,1.89
Antananarivo,-18.8792,47.5079,2026-07-04 18:00:00+00:00,2,236.22,0.0,2.31,36.59,0.48,13.61,18.14,1.89
Antananarivo,-18.8792,47.5079,2026-07-04 19:00:00+00:00,2,254.45,0.0,2.47,32.6,0.43,14.92,19.79,1.82
Antananarivo,-18.8792,47.5079,2026-07-04 20:00:00+00:00,2,259.38,0.0,2.46,30.34,0.35,15.34,20.23,1.38
Antananarivo,-18.8792,47.5079,2026-07-04 21:00:00+00:00,2,246.23,0.0,2.22,29.49,0.23,14.6,18.96,0.71
Antananarivo,-18.8792,47.5079,2026-07-04 22:00:00+00:00,2,216.13,0.0,1.77,30.51,0.17,12.66,16.39,0.46
Antananarivo,-18.8792,47.5079,2026-07-04 23:00:00+00:00,2,208.64,0.0,1.63,29.41,0.15,12.12,15.61,0.48
Antananarivo,-18.8792,47.5079,2026-07-05 00:00:00+00:00,2,202.35,0.0,1.52,28.34,0.15,11.61,14.45,0.59
Antananarivo,-18.8792,47.5079,2026-07-05 01:00:00+00:00,2,195.13,0.0,1.43,27.67,0.16,10.94,13.05,0.71
Antananarivo,-18.8792,47.5079,2026-07-05 02:00:00+00:00,2,187.91,0.0,1.34,26.94,0.16,10.27,12.1,0.79
Antananarivo,-18.8792,47.5079,2026-07-05 03:00:00+00:00,1,182.91,0.0,1.3,26.72,0.18,9.72,11.47,0.84
Antananarivo,-18.8792,47.5079,2026-07-05 04:00:00+00:00,1,183.18,0.0,1.36,28.38,0.24,9.31,11.58,0.87
Antananarivo,-18.8792,47.5079,2026-07-05 05:00:00+00:00,1,188.89,0.15,1.25,29.46,0.28,9.26,12.36,0.81
Antananarivo,-18.8792,47.5079,2026-07-05 06:00:00+00:00,1,188.36,0.23,0.83,34.1,0.3,9.52,12.93,1.02
Antananarivo,-18.8792,47.5079,2026-07-05 07:00:00+00:00,1,128.59,0.07,0.27,48.48,0.24,6.03,8.58,0.83
Antananarivo,-18.8792,47.5079,2026-07-05 08:00:00+00:00,1,119.31,0.04,0.16,50.75,0.26,5.71,8.16,0.89
Antananarivo,-18.8792,47.5079,2026-07-05 09:00:00+00:00,1,116.42,0.03,0.13,50.65,0.27,5.91,8.29,0.9
Antananarivo,-18.8792,47.5079,2026-07-05 10:00:00+00:00,1,93.35,0.02,0.09,54.15,0.2,3.99,5.47,0.57
Antananarivo,-18.8792,47.5079,2026-07-05 11:00:00+00:00,1,83.81,0.02,0.09,54.39,0.16,3.18,4.25,0.44
Antananarivo,-18.8792,47.5079,2026-07-05 12:00:00+00:00,1,82.98,0.02,0.11,54.21,0.16,3.25,4.25,0.43
Antananarivo,-18.8792,47.5079,2026-07-05 13:00:00+00:00,1,85.44,0.01,0.19,52.91,0.17,3.54,4.6,0.49
Antananarivo,-18.8792,47.5079,2026-07-05 14:00:00+00:00,1,90.27,0.01,0.33,50.82,0.19,3.96,5.18,0.56
Antananarivo,-18.8792,47.5079,2026-07-05 15:00:00+00:00,1,95.86,0.0,0.5,49.17,0.2,4.44,5.83,0.57
Antananarivo,-18.8792,47.5079,2026-07-05 16:00:00+00:00,1,100.54,0.0,0.63,46.85,0.2,4.77,6.29,0.58
Antananarivo,-18.8792,47.5079,2026-07-05 17:00:00+00:00,1,105.69,0.0,0.72,45.57,0.21,4.98,6.58,0.57
Antananarivo,-18.8792,47.5079,2026-07-05 18:00:00+00:00,1,108.51,0.0,0.76,44.89,0.21,5.05,6.65,0.54
Antananarivo,-18.8792,47.5079,2026-07-05 19:00:00+00:00,1,115.95,0.0,0.85,42.36,0.23,5.09,6.83,0.57
Antananarivo,-18.8792,47.5079,2026-07-05 20:00:00+00:00,1,127.89,0.0,0.97,38.75,0.22,5.31,7.33,0.53
Antananarivo,-18.8792,47.5079,2026-07-05 21:00:00+00:00,1,131.99,0.0,1.0,35.66,0.18,5.23,7.34,0.41
Antananarivo,-18.8792,47.5079,2026-07-05 22:00:00+00:00,1,133.7,0.0,0.99,33.07,0.15,5.16,7.33,0.36
Antananarivo,-18.8792,47.5079,2026-07-05 23:00:00+00:00,1,134.53,0.0,0.97,31.2,0.13,5.14,7.25,0.32
Antananarivo,-18.8792,47.5079,2026-07-06 00:00:00+00:00,1,133.17,0.0,0.92,29.93,0.12,5.03,6.95,0.3
Antananarivo,-18.8792,47.5079,2026-07-06 01:00:00+00:00,1,131.19,0.0,0.88,28.81,0.11,4.88,6.68,0.29
Antananarivo,-18.8792,47.5079,2026-07-06 02:00:00+00:00,1,130.6,0.0,0.86,27.6,0.11,4.81,6.61,0.31
Antananarivo,-18.8792,47.5079,2026-07-06 03:00:00+00:00,1,130.47,0.0,0.85,27.13,0.13,4.78,6.76,0.36
Antananarivo,-18.8792,47.5079,2026-07-06 04:00:00+00:00,1,126.47,0.0,0.83,29.16,0.19,4.56,6.95,0.52
Antananarivo,-18.8792,47.5079,2026-07-06 05:00:00+00:00,1,133.75,0.08,0.85,30.44,0.25,4.87,7.71,0.69
Antananarivo,-18.8792,47.5079,2026-07-06 06:00:00+00:00,1,137.36,0.15,0.64,34.11,0.29,5.17,8.2,0.95
Antananarivo,-18.8792,47.5079,2026-07-06 07:00:00+00:00,1,100.36,0.06,0.25,46.62,0.2,3.2,4.96,0.62
Antananarivo,-18.8792,47.5079,2026-07-06 08:00:00+00:00,1,94.77,0.04,0.17,48.45,0.2,2.87,4.41,0.6
Antananarivo,-18.8792,47.5079,2026-07-06 09:00:00+00:00,1,91.85,0.03,0.14,47.99,0.19,2.62,3.98,0.57
Antananarivo,-18.8792,47.5079,2026-07-06 10:00:00+00:00,1,84.21,0.02,0.11,48.31,0.13,1.99,2.88,0.4
Antananarivo,-18.8792,47.5079,2026-07-06 11:00:00+00:00,1,80.07,0.02,0.1,47.11,0.11,1.7,2.37,0.33
Antananarivo,-18.8792,47.5079,2026-07-06 12:00:00+00:00,1,77.7,0.02,0.1,45.67,0.1,1.48,2.06,0.3
Antananarivo,-18.8792,47.5079,2026-07-06 13:00:00+00:00,1,77.45,0.02,0.14,43.97,0.11,1.31,1.85,0.31
Antananarivo,-18.8792,47.5079,2026-07-06 14:00:00+00:00,1,79.34,0.02,0.23,42.16,0.12,1.16,1.71,0.35
Antananarivo,-18.8792,47.5079,2026-07-06 15:00:00+00:00,1,81.05,0.0,0.34,40.96,0.13,1.05,1.64,0.35
