city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Paris,48.8566,2.3522,2026-05-01 00:00:00+00:00,1,125.98,0.0,2.24,59.16,0.27,6.06,9.37,9.82
Paris,48.8566,2.3522,2026-05-01 01:00:00+00:00,1,122.39,0.0,2.02,50.11,0.18,5.83,9.05,7.63
Paris,48.8566,2.3522,2026-05-01 02:00:00+00:00,1,119.49,0.0,1.94,40.45,0.11,5.66,8.64,5.73
Paris,48.8566,2.3522,2026-05-01 03:00:00+00:00,1,116.75,0.0,1.94,32.53,0.08,5.47,8.23,4.33
Paris,48.8566,2.3522,2026-05-01 04:00:00+00:00,1,113.38,0.0,2.13,26.03,0.07,5.23,7.78,3.56
Paris,48.8566,2.3522,2026-05-01 05:00:00+00:00,1,112.78,0.02,3.05,21.0,0.09,5.1,7.5,2.72
Paris,48.8566,2.3522,2026-05-01 06:00:00+00:00,1,113.73,0.42,4.16,18.47,0.1,5.01,7.25,2.23
Paris,48.8566,2.3522,2026-05-01 07:00:00+00:00,1,114.51,0.97,3.47,27.62,0.11,4.56,6.46,2.47
Paris,48.8566,2.3522,2026-05-01 08:00:00+00:00,1,113.35,1.44,2.93,29.73,0.12,4.28,5.91,2.92
Paris,48.8566,2.3522,2026-05-01 09:00:00+00:00,1,111.67,1.59,2.56,31.1,0.12,4.16,5.62,3.84
Paris,48.8566,2.3522,2026-05-01 10:00:00+00:00,2,116.28,0.15,0.8,88.17,0.08,2.43,3.24,2.02
Paris,48.8566,2.3522,2026-05-01 11:00:00+00:00,2,115.64,0.06,0.43,97.12,0.06,1.72,2.4,1.66
Paris,48.8566,2.3522,2026-05-01 12:00:00+00:00,2,114.74,0.04,0.39,98.27,0.05,1.45,2.04,1.69
Paris,48.8566,2.3522,2026-05-01 13:00:00+00:00,2,116.01,0.04,0.45,98.9,0.05,1.32,1.82,1.78
Paris,48.8566,2.3522,2026-05-01 14:00:00+00:00,2,116.43,0.06,0.63,96.66,0.05,1.32,1.71,1.97
Paris,48.8566,2.3522,2026-05-01 15:00:00+00:00,2,116.94,0.07,0.95,94.1,0.06,1.32,1.62,2.17
Paris,48.8566,2.3522,2026-05-01 16:00:00+00:00,2,117.68,0.09,1.51,89.74,0.07,1.33,1.59,2.54
Paris,48.8566,2.3522,2026-05-01 17:00:00+00:00,2,119.03,0.1,2.11,84.39,0.09,1.39,1.66,3.03
Paris,48.8566,2.3522,2026-05-01 18:00:00+00:00,2,120.66,0.06,2.54,80.4,0.11,1.44,1.73,3.41
Paris,48.8566,2.3522,2026-05-01 19:00:00+00:00,2,120.56,0.01,3.17,69.87,0.12,1.52,1.9,3.66
Paris,48.8566,2.3522,2026-05-01 20:00:00+00:00,1,121.63,0.0,3.81,56.01,0.13,1.66,2.17,3.42
Paris,48.8566,2.3522,2026-05-01 21:00:00+00:00,1,121.44,0.0,4.27,44.92,0.12,1.77,2.37,3.16
Paris,48.8566,2.3522,2026-05-01 22:00:00+00:00,1,118.67,0.0,4.22,36.03,0.08,1.78,2.41,3.01
Paris,48.8566,2.3522,2026-05-01 23:00:00+00:00,1,116.16,0.0,3.62,30.79,0.06,1.75,2.35,2.47
Paris,48.8566,2.3522,2026-05-02 00:00:00+00:00,1,114.19,0.0,2.99,29.28,0.04,1.72,2.26,2.13
Paris,48.8566,2.3522,2026-05-02 01:00:00+00:00,1,115.05,0.0,2.12,38.51,0.04,1.68,2.16,2.15
Paris,48.8566,2.3522,2026-05-02 02:00:00+00:00,1,114.27,0.0,1.8,35.53,0.04,1.79,2.27,2.15
Paris,48.8566,2.3522,2026-05-02 03:00:00+00:00,1,113.29,0.0,1.67,31.69,0.04,1.96,2.42,2.41
Paris,48.8566,2.3522,2026-05-02 04:00:00+00:00,1,111.58,0.0,1.69,28.37,0.04,2.18,2.61,2.52
Paris,48.8566,2.3522,2026-05-02 05:00:00+00:00,1,112.26,0.01,2.27,26.34,0.06,2.35,2.79,2.38
Paris,48.8566,2.3522,2026-05-02 06:00:00+00:00,1,113.49,0.08,3.18,25.15,0.07,2.51,2.99,2.31
Paris,48.8566,2.3522,2026-05-02 07:00:00+00:00,1,113.68,0.42,3.24,26.58,0.08,2.59,3.17,2.41
Paris,48.8566,2.3522,2026-05-02 08:00:00+00:00,1,112.74,0.87,2.73,28.91,0.09,2.57,3.34,3.63
Paris,48.8566,2.3522,2026-05-02 09:00:00+00:00,1,111.72,0.94,2.14,35.85,0.11,2.81,3.75,5.44
Paris,48.8566,2.3522,2026-05-02 10:00:00+00:00,2,119.42,0.25,0.92,87.67,0.16,3.56,5.23,5.48
Paris,48.8566,2.3522,2026-05-02 11:00:00+00:00,2,119.39,0.14,0.62,99.19,0.16,4.11,6.04,5.45
Paris,48.8566,2.3522,2026-05-02 12:00:00+00:00,3,118.46,0.12,0.53,101.77,0.17,4.55,6.58,5.63
Paris,48.8566,2.3522,2026-05-02 13:00:00+00:00,3,117.72,0.07,0.47,103.95,0.16,4.53,6.67,4.51
Paris,48.8566,2.3522,2026-05-02 14:00:00+00:00,3,116.54,0.05,0.49,102.7,0.14,4.13,6.05,3.4
Paris,48.8566,2.3522,2026-05-02 15:00:00+00:00,3,116.51,0.03,0.59,101.53,0.13,3.89,5.46,2.91
Paris,48.8566,2.3522,2026-05-02 16:00:00+00:00,2,117.55,0.04,0.98,97.64,0.15,3.91,5.04,2.99
Paris,48.8566,2.3522,2026-05-02 17:00:00+00:00,2,118.88,0.04,1.47,92.28,0.16,4.1,4.89,3.27
Paris,48.8566,2.3522,2026-05-02 18:00:00+00:00,2,120.58,0.02,1.73,89.02,0.16,4.23,4.83,3.37
Paris,48.8566,2.3522,2026-05-02 19:00:00+00:00,2,120.52,0.0,1.76,86.24,0.14,4.29,4.8,3.1
Paris,48.8566,2.3522,2026-05-02 20:00:00+00:00,2,121.66,0.0,1.66,84.39,0.12,4.35,4.8,2.77
Paris,48.8566,2.3522,2026-05-02 21:00:00+00:00,2,122.26,0.0,1.54,82.15,0.1,4.29,4.66,2.33
Paris,48.8566,2.3522,2026-05-02 22:00:00+00:00,2,121.05,0.0,1.36,78.59,0.08,4.11,4.38,1.93
Paris,48.8566,2.3522,2026-05-02 23:00:00+00:00,2,120.81,0.0,1.17,75.57,0.07,4.0,4.21,1.72
Paris,48.8566,2.3522,2026-05-03 00:00:00+00:00,2,120.65,0.0,1.02,72.69,0.07,3.97,4.17,1.64
Paris,48.8566,2.3522,2026-05-03 01:00:00+00:00,2,119.97,0.0,0.92,69.51,0.07,3.95,4.16,1.55
Paris,48.8566,2.3522,2026-05-03 02:00:00+00:00,2,119.47,0.0,0.84,65.7,0.08,3.92,4.13,1.45
Paris,48.8566,2.3522,2026-05-03 03:00:00+00:00,2,118.43,0.0,0.8,62.39,0.07,3.84,4.03,1.41
Paris,48.8566,2.3522,2026-05-03 04:00:00+00:00,2,116.91,0.0,0.8,60.51,0.07,3.64,3.82,1.33
Paris,48.8566,2.3522,2026-05-03 05:00:00+00:00,2,116.65,0.0,0.98,61.34,0.07,3.39,3.55,1.23
Paris,48.8566,2.3522,2026-05-03 06:00:00+00:00,2,117.03,0.0,1.3,64.48,0.07,3.11,3.26,1.17
Paris,48.8566,2.3522,2026-05-03 07:00:00+00:00,2,117.88,0.01,1.33,72.4,0.07,2.86,3.0,1.13
Paris,48.8566,2.3522,2026-05-03 08:00:00+00:00,2,118.29,0.03,1.23,76.35,0.07,2.76,2.93,1.14
Paris,48.8566,2.3522,2026-05-03 09:00:00+00:00,2,118.51,0.05,1.08,77.26,0.06,2.69,2.88,1.18
Paris,48.8566,2.3522,2026-05-03 10:00:00+00:00,2,119.34,0.05,0.82,80.21,0.05,2.4,2.59,1.14
Paris,48.8566,2.3522,2026-05-03 11:00:00+00:00,2,118.69,0.04,0.72,79.04,0.04,2.02,2.17,1.08
Paris,48.8566,2.3522,2026-05-03 12:00:00+00:00,2,117.87,0.04,0.7,76.42,0.04,1.6,1.7,0.98
Paris,48.8566,2.3522,2026-05-03 13:00:00+00:00,2,119.07,0.03,0.68,74.97,0.03,1.12,1.19,0.85
Paris,48.8566,2.3522,2026-05-03 14:00:00+00:00,2,118.71,0.05,0.67,72.59,0.03,0.88,0.93,0.87
Paris,48.8566,2.3522,2026-05-03 15:00:00+00:00,2,118.26,0.06,0.7,70.52,0.03,0.77,0.82,0.96
Paris,48.8566,2.3522,2026-05-03 16:00:00+00:00,2,117.56,0.06,0.76,69.2,0.03,0.7,0.74,1.03
Paris,48.8566,2.3522,2026-05-03 17:00:00+00:00,2,117.23,0.03,0.79,69.02,0.03,0.6,0.64,1.04
Paris,48.8566,2.3522,2026-05-03 18:00:00+00:00,2,116.99,0.01,0.79,69.45,0.03,0.53,0.54,1.0
Paris,48.8566,2.3522,2026-05-03 19:00:00+00:00,2,116.11,0.0,1.17,62.12,0.04,0.53,0.58,1.37
Paris,48.8566,2.3522,2026-05-03 20:00:00+00:00,1,115.74,0.0,1.72,50.11,0.06,0.57,0.74,1.6
