city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Washington,38.9072,-77.0369,2026-05-01 00:00:00+00:00,2,158.51,0.04,3.45,86.58,0.57,2.47,2.91,1.39
Washington,38.9072,-77.0369,2026-05-01 01:00:00+00:00,2,157.17,0.0,3.33,82.6,0.67,2.29,2.73,1.33
Washington,38.9072,-77.0369,2026-05-01 02:00:00+00:00,2,157.23,0.0,3.28,80.99,0.78,2.02,2.46,1.25
Washington,38.9072,-77.0369,2026-05-01 03:00:00+00:00,2,156.37,0.0,3.36,80.21,0.89,1.66,2.1,1.17
Washington,38.9072,-77.0369,2026-05-01 04:00:00+00:00,2,151.7,0.0,3.35,77.64,0.98,1.3,1.7,1.09
Washington,38.9072,-77.0369,2026-05-01 05:00:00+00:00,2,151.33,0.0,3.54,72.46,0.98,1.2,1.63,1.16
Washington,38.9072,-77.0369,2026-05-01 06:00:00+00:00,2,151.32,0.0,3.62,68.19,0.98,1.2,1.66,1.21
Washington,38.9072,-77.0369,2026-05-01 07:00:00+00:00,2,149.41,0.0,3.66,62.64,0.88,1.22,1.72,1.15
Washington,38.9072,-77.0369,2026-05-01 08:00:00+00:00,1,148.09,0.0,3.76,57.08,0.74,1.28,1.81,1.06
Washington,38.9072,-77.0369,2026-05-01 09:00:00+00:00,1,147.7,0.0,3.99,52.46,0.65,1.35,1.92,0.92
Washington,38.9072,-77.0369,2026-05-01 10:00:00+00:00,1,147.1,0.0,4.41,48.92,0.64,1.43,2.03,0.82
Washington,38.9072,-77.0369,2026-05-01 11:00:00+00:00,1,152.33,0.03,5.71,47.3,0.77,1.57,2.24,0.87
Washington,38.9072,-77.0369,2026-05-01 12:00:00+00:00,1,161.83,0.75,6.5,50.76,1.07,1.76,2.47,0.94
Washington,38.9072,-77.0369,2026-05-01 13:00:00+00:00,1,164.68,1.64,5.49,59.83,1.49,1.96,2.65,0.91
Washington,38.9072,-77.0369,2026-05-01 14:00:00+00:00,2,164.98,1.92,4.89,64.21,1.73,2.23,2.94,0.87
Washington,38.9072,-77.0369,2026-05-01 15:00:00+00:00,2,161.22,1.61,4.05,73.98,2.03,2.78,3.47,0.77
Washington,38.9072,-77.0369,2026-05-01 16:00:00+00:00,2,148.58,0.65,2.09,97.95,1.79,2.89,3.34,0.46
Washington,38.9072,-77.0369,2026-05-01 17:00:00+00:00,3,141.48,0.33,1.22,106.67,1.38,2.92,3.26,0.37
Washington,38.9072,-77.0369,2026-05-01 18:00:00+00:00,3,138.79,0.25,1.0,110.64,1.24,3.13,3.47,0.36
Washington,38.9072,-77.0369,2026-05-01 19:00:00+00:00,3,138.93,0.22,0.99,115.44,1.17,3.29,3.65,0.38
Washington,38.9072,-77.0369,2026-05-01 20:00:00+00:00,3,137.64,0.23,1.14,117.52,1.13,3.23,3.65,0.4
Washington,38.9072,-77.0369,2026-05-01 21:00:00+00:00,3,137.62,0.26,1.51,117.73,1.19,3.22,3.68,0.45
Washington,38.9072,-77.0369,2026-05-01 22:00:00+00:00,3,142.99,0.3,2.78,112.55,1.28,3.34,3.84,0.57
Washington,38.9072,-77.0369,2026-05-01 23:00:00+00:00,3,150.08,0.21,4.7,101.62,1.36,3.48,4.05,0.75
Washington,38.9072,-77.0369,2026-05-02 00:00:00+00:00,2,154.51,0.03,6.02,93.04,1.42,3.56,4.21,0.92
Washington,38.9072,-77.0369,2026-05-02 01:00:00+00:00,2,155.59,0.0,6.18,86.94,1.43,3.58,4.28,1.04
Washington,38.9072,-77.0369,2026-05-02 02:00:00+00:00,2,157.04,0.0,5.98,84.28,1.48,3.58,4.29,1.12
Washington,38.9072,-77.0369,2026-05-02 03:00:00+00:00,2,157.39,0.0,5.34,83.79,1.52,3.53,4.2,1.18
Washington,38.9072,-77.0369,2026-05-02 04:00:00+00:00,2,155.49,0.0,4.89,74.87,1.17,3.47,4.05,1.28
Washington,38.9072,-77.0369,2026-05-02 05:00:00+00:00,2,153.71,0.0,4.71,60.29,0.71,3.5,4.06,1.2
Washington,38.9072,-77.0369,2026-05-02 06:00:00+00:00,1,149.52,0.0,4.25,49.66,0.47,3.55,4.14,0.89
Washington,38.9072,-77.0369,2026-05-02 07:00:00+00:00,1,144.01,0.0,3.76,43.48,0.38,3.52,4.14,0.81
Washington,38.9072,-77.0369,2026-05-02 08:00:00+00:00,1,141.62,0.0,3.31,44.17,0.39,3.39,3.96,0.84
Washington,38.9072,-77.0369,2026-05-02 09:00:00+00:00,1,141.81,0.0,2.85,54.2,0.56,2.91,3.41,1.06
Washington,38.9072,-77.0369,2026-05-02 10:00:00+00:00,2,146.93,0.0,2.44,72.56,0.93,2.0,2.37,1.17
Washington,38.9072,-77.0369,2026-05-02 11:00:00+00:00,2,155.13,0.0,3.07,75.78,1.06,1.66,1.97,1.04
Washington,38.9072,-77.0369,2026-05-02 12:00:00+00:00,2,163.92,0.11,4.16,76.22,1.15,1.6,1.89,0.97
Washington,38.9072,-77.0369,2026-05-02 13:00:00+00:00,2,167.6,0.43,4.23,76.28,1.22,1.58,1.86,0.86
Washington,38.9072,-77.0369,2026-05-02 14:00:00+00:00,2,166.7,0.67,3.75,77.24,1.21,1.6,1.88,0.82
Washington,38.9072,-77.0369,2026-05-02 15:00:00+00:00,2,163.41,0.69,3.06,80.57,1.16,1.74,2.02,0.82
Washington,38.9072,-77.0369,2026-05-02 16:00:00+00:00,2,157.57,0.46,2.27,88.38,1.01,1.88,2.14,0.79
Washington,38.9072,-77.0369,2026-05-02 17:00:00+00:00,2,150.69,0.3,1.54,95.02,0.83,1.97,2.21,0.77
Washington,38.9072,-77.0369,2026-05-02 18:00:00+00:00,2,146.79,0.22,1.18,98.95,0.76,2.16,2.4,0.81
Washington,38.9072,-77.0369,2026-05-02 19:00:00+00:00,3,145.88,0.18,1.12,101.55,0.75,2.29,2.54,0.89
Washington,38.9072,-77.0369,2026-05-02 20:00:00+00:00,3,143.77,0.19,1.32,100.82,0.71,2.26,2.52,0.93
Washington,38.9072,-77.0369,2026-05-02 21:00:00+00:00,2,143.29,0.23,1.74,99.09,0.7,2.19,2.46,0.97
Washington,38.9072,-77.0369,2026-05-02 22:00:00+00:00,2,146.25,0.22,2.41,97.59,0.72,2.16,2.45,1.03
Washington,38.9072,-77.0369,2026-05-02 23:00:00+00:00,2,148.88,0.08,3.21,94.19,0.76,2.13,2.44,1.08
Washington,38.9072,-77.0369,2026-05-03 00:00:00+00:00,2,151.52,0.01,3.69,91.38,0.81,2.08,2.42,1.13
Washington,38.9072,-77.0369,2026-05-03 01:00:00+00:00,2,151.47,0.0,3.94,84.78,0.81,2.01,2.39,1.22
Washington,38.9072,-77.0369,2026-05-03 02:00:00+00:00,2,152.22,0.0,4.1,78.14,0.82,1.95,2.39,1.34
Washington,38.9072,-77.0369,2026-05-03 03:00:00+00:00,2,152.04,0.0,4.18,73.36,0.85,1.91,2.41,1.44
Washington,38.9072,-77.0369,2026-05-03 04:00:00+00:00,2,149.41,0.0,3.98,69.49,0.95,1.89,2.38,1.5
Washington,38.9072,-77.0369,2026-05-03 05:00:00+00:00,2,146.91,0.0,3.43,69.14,1.08,1.9,2.35,1.5
Washington,38.9072,-77.0369,2026-05-03 06:00:00+00:00,2,144.86,0.0,2.85,71.8,1.2,1.87,2.27,1.45
Washington,38.9072,-77.0369,2026-05-03 07:00:00+00:00,2,144.62,0.0,2.29,81.63,1.28,1.71,2.04,1.36
Washington,38.9072,-77.0369,2026-05-03 08:00:00+00:00,2,144.52,0.0,2.03,83.54,1.19,1.45,1.76,1.35
Washington,38.9072,-77.0369,2026-05-03 09:00:00+00:00,2,144.6,0.0,1.9,83.86,1.08,1.16,1.46,1.31
Washington,38.9072,-77.0369,2026-05-03 10:00:00+00:00,2,142.21,0.0,1.8,83.48,1.03,0.87,1.16,1.21
Washington,38.9072,-77.0369,2026-05-03 11:00:00+00:00,2,142.21,0.01,2.09,83.54,1.11,0.75,1.06,1.15
Washington,38.9072,-77.0369,2026-05-03 12:00:00+00:00,2,142.96,0.18,2.4,85.05,1.29,0.78,1.1,1.11
Washington,38.9072,-77.0369,2026-05-03 13:00:00+00:00,2,140.53,0.35,1.91,89.86,1.47,0.81,1.1,0.95
Washington,38.9072,-77.0369,2026-05-03 14:00:00+00:00,2,136.43,0.33,1.39,94.0,1.36,0.81,1.09,0.87
Washington,38.9072,-77.0369,2026-05-03 15:00:00+00:00,2,133.76,0.27,1.05,96.83,1.26,0.89,1.18,0.9
Washington,38.9072,-77.0369,2026-05-03 16:00:00+00:00,3,133.34,0.22,0.82,100.98,1.18,1.04,1.36,0.94
Washington,38.9072,-77.0369,2026-05-03 17:00:00+00:00,3,131.28,0.18,0.66,103.85,1.07,1.16,1.49,0.95
Washington,38.9072,-77.0369,2026-05-03 18:00:00+00:00,3,129.14,0.14,0.59,105.9,0.98,1.22,1.58,0.96
Washington,38.9072,-77.0369,2026-05-03 19:00:00+00:00,3,128.86,0.13,0.57,108.66,0.94,1.27,1.67,0.98
Washington,38.9072,-77.0369,2026-05-03 20:00:00+00:00,3,127.43,0.13,0.59,109.92,0.89,1.3,1.75,1.0
Washington,38.9072,-77.0369,2026-05-03 21:00:00+00:00,3,126.54,0.14,0.7,110.1,0.85,1.32,1.79,1.02
Washington,38.9072,-77.0369,2026-05-03 22:00:00+00:00,2,135.56,0.47,2.5,92.63,0.75,1.46,1.98,1.16
