city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
London,51.5074,-0.1278,2026-05-01 00:00:00+00:00,3,152.51,0.0,7.05,105.02,4.38,9.79,11.63,8.72
London,51.5074,-0.1278,2026-05-01 01:00:00+00:00,3,157.08,0.0,8.18,100.18,4.64,10.79,12.6,8.82
London,51.5074,-0.1278,2026-05-01 02:00:00+00:00,2,161.81,0.0,9.59,94.61,4.95,11.78,13.61,8.75
London,51.5074,-0.1278,2026-05-01 03:00:00+00:00,2,165.81,0.0,10.97,88.15,5.25,12.81,14.68,8.58
London,51.5074,-0.1278,2026-05-01 04:00:00+00:00,2,168.36,0.0,12.48,80.9,5.4,13.76,15.72,7.76
London,51.5074,-0.1278,2026-05-01 05:00:00+00:00,2,170.38,0.0,14.54,72.78,5.57,14.79,16.82,6.32
London,51.5074,-0.1278,2026-05-01 06:00:00+00:00,2,171.47,0.17,17.4,64.16,5.87,15.84,17.9,5.0
London,51.5074,-0.1278,2026-05-01 07:00:00+00:00,2,170.86,1.15,19.42,55.76,5.94,16.38,18.39,3.52
London,51.5074,-0.1278,2026-05-01 08:00:00+00:00,2,170.6,2.4,20.92,48.05,5.85,16.75,18.73,2.26
London,51.5074,-0.1278,2026-05-01 09:00:00+00:00,2,169.58,3.22,23.23,40.11,5.94,17.33,19.28,1.5
London,51.5074,-0.1278,2026-05-01 10:00:00+00:00,2,167.64,4.53,24.74,33.43,6.31,18.09,20.02,1.05
London,51.5074,-0.1278,2026-05-01 11:00:00+00:00,2,166.07,6.65,26.02,28.91,7.11,19.34,21.38,0.79
London,51.5074,-0.1278,2026-05-01 12:00:00+00:00,2,165.81,9.19,27.88,26.93,8.44,21.39,23.65,0.59
London,51.5074,-0.1278,2026-05-01 13:00:00+00:00,2,164.56,11.34,28.88,30.1,10.42,23.97,26.56,0.35
London,51.5074,-0.1278,2026-05-01 14:00:00+00:00,2,162.52,11.09,28.21,36.67,10.79,23.94,26.78,0.23
London,51.5074,-0.1278,2026-05-01 15:00:00+00:00,2,158.23,9.2,25.65,46.92,10.51,22.26,25.25,0.18
London,51.5074,-0.1278,2026-05-01 16:00:00+00:00,2,153.76,6.24,22.7,59.97,9.83,19.38,22.4,0.18
London,51.5074,-0.1278,2026-05-01 17:00:00+00:00,2,150.97,3.36,21.49,72.47,9.2,16.61,19.63,0.24
London,51.5074,-0.1278,2026-05-01 18:00:00+00:00,2,150.05,1.5,21.48,83.29,8.9,15.09,18.2,0.31
London,51.5074,-0.1278,2026-05-01 19:00:00+00:00,2,149.72,0.33,21.45,92.36,8.74,14.57,17.79,0.39
London,51.5074,-0.1278,2026-05-01 20:00:00+00:00,2,149.97,0.0,19.72,99.38,8.78,14.87,18.23,0.39
London,51.5074,-0.1278,2026-05-01 21:00:00+00:00,3,150.42,0.0,18.21,104.16,8.86,15.38,18.86,0.35
London,51.5074,-0.1278,2026-05-01 22:00:00+00:00,3,150.08,0.0,17.33,106.27,8.91,15.56,19.03,0.3
London,51.5074,-0.1278,2026-05-01 23:00:00+00:00,3,150.28,0.0,17.14,106.35,9.04,15.74,19.18,0.24
London,51.5074,-0.1278,2026-05-02 00:00:00+00:00,3,150.47,0.0,17.12,105.63,9.2,15.54,18.97,0.21
London,51.5074,-0.1278,2026-05-02 01:00:00+00:00,3,149.89,0.0,17.23,104.26,9.31,15.19,18.63,0.2
London,51.5074,-0.1278,2026-05-02 02:00:00+00:00,3,149.29,0.0,17.67,101.26,9.39,14.58,18.05,0.21
London,51.5074,-0.1278,2026-05-02 03:00:00+00:00,2,148.32,0.0,18.3,96.99,9.49,13.95,17.45,0.19
London,51.5074,-0.1278,2026-05-02 04:00:00+00:00,2,147.72,0.0,19.72,91.28,9.64,13.44,16.93,0.18
London,51.5074,-0.1278,2026-05-02 05:00:00+00:00,2,148.06,0.0,22.05,83.88,10.06,13.47,16.91,0.19
London,51.5074,-0.1278,2026-05-02 06:00:00+00:00,2,148.58,0.24,25.43,78.18,10.73,14.12,17.42,0.16
London,51.5074,-0.1278,2026-05-02 07:00:00+00:00,2,149.84,1.97,27.36,75.59,11.53,14.92,18.06,0.19
London,51.5074,-0.1278,2026-05-02 08:00:00+00:00,2,151.66,4.64,27.39,74.04,12.74,15.95,18.95,0.21
London,51.5074,-0.1278,2026-05-02 09:00:00+00:00,2,153.47,7.09,27.57,73.3,14.58,17.19,20.07,0.18
London,51.5074,-0.1278,2026-05-02 10:00:00+00:00,2,155.79,7.63,29.43,71.64,16.21,18.42,21.17,0.15
London,51.5074,-0.1278,2026-05-02 11:00:00+00:00,2,156.74,7.81,29.09,71.57,16.05,18.84,21.49,0.11
London,51.5074,-0.1278,2026-05-02 12:00:00+00:00,2,156.75,7.03,26.42,74.28,14.27,18.58,21.18,0.09
London,51.5074,-0.1278,2026-05-02 13:00:00+00:00,2,155.62,3.52,25.09,77.77,10.24,17.64,19.76,0.13
London,51.5074,-0.1278,2026-05-02 14:00:00+00:00,2,152.05,2.07,20.13,86.09,6.43,15.7,17.29,0.24
London,51.5074,-0.1278,2026-05-02 15:00:00+00:00,2,147.37,1.09,15.61,93.03,4.56,13.23,14.5,0.34
London,51.5074,-0.1278,2026-05-02 16:00:00+00:00,2,142.33,0.66,12.41,96.37,3.9,11.09,12.14,0.37
London,51.5074,-0.1278,2026-05-02 17:00:00+00:00,2,138.76,0.6,12.18,91.62,3.92,9.81,10.66,0.34
London,51.5074,-0.1278,2026-05-02 18:00:00+00:00,2,136.41,0.48,13.96,83.88,4.18,8.7,9.35,0.31
London,51.5074,-0.1278,2026-05-02 19:00:00+00:00,2,135.39,0.16,16.86,76.08,4.65,7.78,8.36,0.31
London,51.5074,-0.1278,2026-05-02 20:00:00+00:00,2,134.41,0.0,19.23,68.55,5.18,7.02,7.57,0.34
London,51.5074,-0.1278,2026-05-02 21:00:00+00:00,2,133.7,0.0,21.32,62.32,5.64,6.41,6.96,0.37
London,51.5074,-0.1278,2026-05-02 22:00:00+00:00,1,133.16,0.0,22.46,56.6,5.95,5.92,6.49,0.38
London,51.5074,-0.1278,2026-05-02 23:00:00+00:00,1,133.18,0.0,22.69,51.66,6.13,5.63,6.24,0.35
London,51.5074,-0.1278,2026-05-03 00:00:00+00:00,1,133.47,0.0,22.39,47.36,6.35,5.58,6.24,0.35
London,51.5074,-0.1278,2026-05-03 01:00:00+00:00,1,134.17,0.0,22.32,43.03,6.18,5.96,6.64,0.33
London,51.5074,-0.1278,2026-05-03 02:00:00+00:00,1,135.94,0.0,24.35,37.36,6.0,6.58,7.28,0.34
London,51.5074,-0.1278,2026-05-03 03:00:00+00:00,1,138.27,0.01,28.47,31.05,6.34,7.79,8.5,0.3
London,51.5074,-0.1278,2026-05-03 04:00:00+00:00,1,140.4,0.03,34.34,23.84,6.68,9.15,9.83,0.28
London,51.5074,-0.1278,2026-05-03 05:00:00+00:00,2,142.35,0.1,40.48,17.0,7.23,10.71,11.34,0.27
London,51.5074,-0.1278,2026-05-03 06:00:00+00:00,2,144.11,1.84,43.93,13.58,8.01,12.33,12.89,0.28
London,51.5074,-0.1278,2026-05-03 07:00:00+00:00,2,145.86,7.11,41.37,16.24,8.72,13.14,13.63,0.26
London,51.5074,-0.1278,2026-05-03 08:00:00+00:00,2,148.15,11.21,40.78,17.26,9.58,13.12,13.57,0.25
London,51.5074,-0.1278,2026-05-03 09:00:00+00:00,2,150.63,13.64,41.6,16.75,10.68,12.87,13.3,0.24
London,51.5074,-0.1278,2026-05-03 10:00:00+00:00,2,152.49,15.69,40.15,17.95,12.48,13.28,13.75,0.24
London,51.5074,-0.1278,2026-05-03 11:00:00+00:00,2,153.36,18.06,35.99,20.94,14.11,14.1,14.62,0.23
London,51.5074,-0.1278,2026-05-03 12:00:00+00:00,2,153.85,19.26,32.2,23.4,15.36,14.94,15.53,0.19
London,51.5074,-0.1278,2026-05-03 13:00:00+00:00,2,153.4,18.58,29.73,25.67,16.28,15.92,16.61,0.16
London,51.5074,-0.1278,2026-05-03 14:00:00+00:00,2,152.18,15.69,29.41,26.86,16.08,16.38,17.23,0.14
London,51.5074,-0.1278,2026-05-03 15:00:00+00:00,2,150.4,12.57,29.57,28.54,14.98,15.74,16.75,0.17
