city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Moscow,55.7558,37.6173,2026-04-24 00:00:00+00:00,2,139.95,0.0,3.16,78.68,1.44,0.5,0.5,0.3
Moscow,55.7558,37.6173,2026-04-24 01:00:00+00:00,2,139.42,0.0,2.38,78.17,1.4,0.5,0.5,0.31
Moscow,55.7558,37.6173,2026-04-24 02:00:00+00:00,2,139.69,0.0,2.01,77.62,1.38,0.5,0.5,0.3
Moscow,55.7558,37.6173,2026-04-24 03:00:00+00:00,2,140.79,0.0,2.11,77.08,1.48,0.5,0.5,0.34
Moscow,55.7558,37.6173,2026-04-24 04:00:00+00:00,2,140.23,0.09,2.73,75.4,1.66,0.5,0.5,0.4
Moscow,55.7558,37.6173,2026-04-24 05:00:00+00:00,2,140.08,0.39,2.96,74.85,1.79,0.5,0.5,0.42
Moscow,55.7558,37.6173,2026-04-24 06:00:00+00:00,2,139.91,0.72,2.76,75.49,1.86,0.5,0.52,0.45
Moscow,55.7558,37.6173,2026-04-24 07:00:00+00:00,2,139.25,0.7,2.37,79.39,1.62,0.5,0.5,0.37
Moscow,55.7558,37.6173,2026-04-24 08:00:00+00:00,2,137.25,0.59,1.77,82.73,1.25,0.5,0.5,0.31
Moscow,55.7558,37.6173,2026-04-24 09:00:00+00:00,2,135.26,0.46,1.35,84.81,1.04,0.5,0.5,0.28
Moscow,55.7558,37.6173,2026-04-24 10:00:00+00:00,2,134.29,0.3,0.93,87.72,0.86,0.5,0.5,0.25
Moscow,55.7558,37.6173,2026-04-24 11:00:00+00:00,2,132.52,0.17,0.64,89.53,0.71,0.5,0.5,0.22
Moscow,55.7558,37.6173,2026-04-24 12:00:00+00:00,2,131.4,0.11,0.52,90.07,0.58,0.5,0.5,0.2
Moscow,55.7558,37.6173,2026-04-24 13:00:00+00:00,2,131.63,0.08,0.5,90.34,0.47,0.5,0.5,0.19
Moscow,55.7558,37.6173,2026-04-24 14:00:00+00:00,2,132.66,0.06,0.54,89.78,0.4,0.5,0.5,0.2
Moscow,55.7558,37.6173,2026-04-24 15:00:00+00:00,2,133.43,0.04,0.58,88.11,0.36,0.5,0.5,0.21
Moscow,55.7558,37.6173,2026-04-24 16:00:00+00:00,2,133.65,0.02,0.7,85.19,0.39,0.5,0.5,0.24
Moscow,55.7558,37.6173,2026-04-24 17:00:00+00:00,2,134.26,0.0,0.79,82.42,0.46,0.5,0.5,0.28
Moscow,55.7558,37.6173,2026-04-24 18:00:00+00:00,2,134.59,0.0,0.81,81.15,0.56,0.5,0.5,0.33
Moscow,55.7558,37.6173,2026-04-24 19:00:00+00:00,2,134.29,0.0,0.86,80.56,0.68,0.5,0.5,0.38
Moscow,55.7558,37.6173,2026-04-24 20:00:00+00:00,2,135.1,0.0,0.95,80.91,0.72,0.5,0.5,0.45
Moscow,55.7558,37.6173,2026-04-24 21:00:00+00:00,2,135.92,0.0,0.99,81.34,0.65,0.5,0.5,0.51
Moscow,55.7558,37.6173,2026-04-24 22:00:00+00:00,2,135.1,0.0,0.98,80.8,0.51,0.5,0.5,0.52
Moscow,55.7558,37.6173,2026-04-24 23:00:00+00:00,2,134.89,0.0,0.97,80.97,0.44,0.5,0.5,0.55
Moscow,55.7558,37.6173,2026-04-25 00:00:00+00:00,2,134.58,0.0,1.02,81.07,0.48,0.5,0.5,0.6
Moscow,55.7558,37.6173,2026-04-25 01:00:00+00:00,2,134.12,0.0,1.14,80.67,0.55,0.5,0.51,0.61
Moscow,55.7558,37.6173,2026-04-25 02:00:00+00:00,2,134.08,0.0,1.22,79.55,0.55,0.5,0.56,0.57
