city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,-18.8792,47.5079,2026-04-24 00:00:00+00:00,1,86.43,0.0,0.58,15.94,0.07,1.35,2.94,0.32
Antananarivo,-18.8792,47.5079,2026-04-24 01:00:00+00:00,1,87.09,0.0,0.6,14.93,0.07,1.39,2.94,0.34
Antananarivo,-18.8792,47.5079,2026-04-24 02:00:00+00:00,1,87.21,0.0,0.6,14.71,0.07,1.41,2.91,0.31
Antananarivo,-18.8792,47.5079,2026-04-24 03:00:00+00:00,1,87.33,0.0,0.61,15.29,0.07,1.41,2.93,0.3
Antananarivo,-18.8792,47.5079,2026-04-24 04:00:00+00:00,1,87.92,0.03,0.59,17.01,0.09,1.41,3.23,0.34
Antananarivo,-18.8792,47.5079,2026-04-24 05:00:00+00:00,1,90.58,0.13,0.49,18.17,0.12,1.47,3.68,0.43
Antananarivo,-18.8792,47.5079,2026-04-24 06:00:00+00:00,1,88.98,0.13,0.39,21.03,0.13,1.44,3.66,0.51
Antananarivo,-18.8792,47.5079,2026-04-24 07:00:00+00:00,1,67.77,0.04,0.15,29.97,0.1,0.64,1.68,0.28
Antananarivo,-18.8792,47.5079,2026-04-24 08:00:00+00:00,1,63.42,0.03,0.11,31.13,0.1,0.53,1.27,0.25
Antananarivo,-18.8792,47.5079,2026-04-24 09:00:00+00:00,1,61.46,0.02,0.09,30.77,0.09,0.5,1.09,0.24
Antananarivo,-18.8792,47.5079,2026-04-24 10:00:00+00:00,1,59.33,0.01,0.07,32.85,0.07,0.5,0.81,0.19
Antananarivo,-18.8792,47.5079,2026-04-24 11:00:00+00:00,1,57.92,0.02,0.07,34.32,0.06,0.5,0.72,0.18
Antananarivo,-18.8792,47.5079,2026-04-24 12:00:00+00:00,1,57.6,0.02,0.07,34.42,0.06,0.5,0.75,0.19
Antananarivo,-18.8792,47.5079,2026-04-24 13:00:00+00:00,1,61.86,0.03,0.14,32.18,0.08,0.51,1.14,0.33
Antananarivo,-18.8792,47.5079,2026-04-24 14:00:00+00:00,1,69.26,0.04,0.32,28.87,0.11,0.7,1.76,0.52
Antananarivo,-18.8792,47.5079,2026-04-24 15:00:00+00:00,1,76.89,0.01,0.58,26.23,0.13,0.95,2.36,0.63
Antananarivo,-18.8792,47.5079,2026-04-24 16:00:00+00:00,1,83.31,0.0,0.72,23.97,0.14,1.17,2.85,0.68
Antananarivo,-18.8792,47.5079,2026-04-24 17:00:00+00:00,1,89.37,0.0,0.78,22.73,0.14,1.35,3.25,0.6
Antananarivo,-18.8792,47.5079,2026-04-24 18:00:00+00:00,1,93.0,0.0,0.76,22.17,0.13,1.49,3.51,0.44
Antananarivo,-18.8792,47.5079,2026-04-24 19:00:00+00:00,1,88.39,0.0,0.61,22.58,0.12,1.36,3.31,0.34
Antananarivo,-18.8792,47.5079,2026-04-24 20:00:00+00:00,1,87.01,0.0,0.55,22.74,0.11,1.33,3.3,0.32
Antananarivo,-18.8792,47.5079,2026-04-24 21:00:00+00:00,1,84.16,0.0,0.49,23.09,0.1,1.21,3.01,0.28
Antananarivo,-18.8792,47.5079,2026-04-24 22:00:00+00:00,1,80.97,0.0,0.44,23.53,0.08,1.07,2.65,0.25
Antananarivo,-18.8792,47.5079,2026-04-24 23:00:00+00:00,1,78.75,0.0,0.41,23.77,0.07,0.99,2.43,0.23
Antananarivo,-18.8792,47.5079,2026-04-25 00:00:00+00:00,1,76.74,0.0,0.38,24.14,0.06,0.92,2.27,0.23
Antananarivo,-18.8792,47.5079,2026-04-25 01:00:00+00:00,1,76.35,0.0,0.4,23.24,0.05,0.92,2.18,0.23
Antananarivo,-18.8792,47.5079,2026-04-25 02:00:00+00:00,1,77.6,0.0,0.44,21.76,0.05,0.98,2.13,0.24
Antananarivo,-18.8792,47.5079,2026-04-25 03:00:00+00:00,1,79.39,0.0,0.49,20.94,0.05,1.07,2.21,0.27
Antananarivo,-18.8792,47.5079,2026-04-25 04:00:00+00:00,1,83.19,0.02,0.54,20.72,0.07,1.23,2.75,0.31
Antananarivo,-18.8792,47.5079,2026-04-25 05:00:00+00:00,1,87.05,0.13,0.45,21.63,0.1,1.41,3.5,0.38
Antananarivo,-18.8792,47.5079,2026-04-25 06:00:00+00:00,1,88.37,0.14,0.34,24.76,0.11,1.6,4.0,0.51
Antananarivo,-18.8792,47.5079,2026-04-25 07:00:00+00:00,1,66.94,0.04,0.11,40.47,0.12,0.75,2.19,0.29
Antananarivo,-18.8792,47.5079,2026-04-25 08:00:00+00:00,1,64.03,0.02,0.07,43.37,0.12,0.71,2.0,0.27
Antananarivo,-18.8792,47.5079,2026-04-25 09:00:00+00:00,1,62.85,0.02,0.06,43.49,0.12,0.79,2.05,0.28
Antananarivo,-18.8792,47.5079,2026-04-25 10:00:00+00:00,1,60.91,0.02,0.05,46.51,0.09,0.73,1.75,0.24
Antananarivo,-18.8792,47.5079,2026-04-25 11:00:00+00:00,1,59.56,0.02,0.06,48.01,0.08,0.7,1.56,0.22
Antananarivo,-18.8792,47.5079,2026-04-25 12:00:00+00:00,1,59.24,0.02,0.06,47.86,0.08,0.72,1.55,0.23
Antananarivo,-18.8792,47.5079,2026-04-25 13:00:00+00:00,1,63.97,0.03,0.16,43.65,0.09,0.87,1.91,0.38
Antananarivo,-18.8792,47.5079,2026-04-25 14:00:00+00:00,1,72.2,0.04,0.37,38.31,0.11,1.15,2.52,0.59
Antananarivo,-18.8792,47.5079,2026-04-25 15:00:00+00:00,1,80.99,0.0,0.65,34.35,0.12,1.47,3.15,0.71
Antananarivo,-18.8792,47.5079,2026-04-25 16:00:00+00:00,1,88.35,0.0,0.81,30.63,0.13,1.75,3.75,0.65
Antananarivo,-18.8792,47.5079,2026-04-25 17:00:00+00:00,1,95.58,0.0,0.88,27.87,0.13,2.01,4.24,0.54
Antananarivo,-18.8792,47.5079,2026-04-25 18:00:00+00:00,1,100.04,0.0,0.89,26.02,0.12,2.18,4.46,0.44
Antananarivo,-18.8792,47.5079,2026-04-25 19:00:00+00:00,1,93.99,0.0,0.73,26.3,0.11,1.96,4.07,0.38
Antananarivo,-18.8792,47.5079,2026-04-25 20:00:00+00:00,1,94.76,0.0,0.71,25.12,0.1,1.99,4.15,0.34
