city,lat,lon,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Paris,48.8566,2.3522,2026-04-24 00:00:00+00:00,2,136.81,0.0,2.03,95.36,0.81,5.85,6.62,13.2
Paris,48.8566,2.3522,2026-04-24 01:00:00+00:00,2,136.16,0.0,1.91,91.17,0.76,6.48,7.26,13.71
Paris,48.8566,2.3522,2026-04-24 02:00:00+00:00,2,137.16,0.0,1.87,87.19,0.71,7.16,7.97,14.37
Paris,48.8566,2.3522,2026-04-24 03:00:00+00:00,2,137.99,0.0,1.92,82.78,0.67,7.88,8.72,15.17
Paris,48.8566,2.3522,2026-04-24 04:00:00+00:00,2,138.11,0.0,2.12,77.22,0.64,8.61,9.49,15.79
Paris,48.8566,2.3522,2026-04-24 05:00:00+00:00,2,141.05,0.0,2.8,72.51,0.67,9.52,10.46,16.38
Paris,48.8566,2.3522,2026-04-24 06:00:00+00:00,2,145.31,0.08,4.02,67.71,0.73,10.53,11.52,16.78
Paris,48.8566,2.3522,2026-04-24 07:00:00+00:00,2,148.84,0.59,4.52,63.71,0.81,11.37,12.42,16.81
Paris,48.8566,2.3522,2026-04-24 08:00:00+00:00,2,151.77,1.19,4.31,61.81,0.96,12.33,13.46,16.49
Paris,48.8566,2.3522,2026-04-24 09:00:00+00:00,2,153.71,1.4,3.95,65.02,1.21,13.65,14.86,15.71
Paris,48.8566,2.3522,2026-04-24 10:00:00+00:00,2,156.33,1.13,3.29,86.95,1.73,15.0,16.26,13.2
Paris,48.8566,2.3522,2026-04-24 11:00:00+00:00,2,155.49,0.92,2.82,95.02,1.88,15.7,16.98,12.16
Paris,48.8566,2.3522,2026-04-24 12:00:00+00:00,3,152.13,0.63,2.26,101.36,1.94,15.78,17.06,11.55
Paris,48.8566,2.3522,2026-04-24 13:00:00+00:00,3,135.83,0.28,1.28,117.34,1.53,10.17,11.15,7.57
Paris,48.8566,2.3522,2026-04-24 14:00:00+00:00,3,126.35,0.16,0.87,121.71,1.17,6.86,7.65,5.65
Paris,48.8566,2.3522,2026-04-24 15:00:00+00:00,3,124.18,0.14,0.86,123.17,1.09,5.98,6.74,5.5
Paris,48.8566,2.3522,2026-04-24 16:00:00+00:00,3,125.98,0.15,1.1,124.56,1.13,5.88,6.68,5.93
Paris,48.8566,2.3522,2026-04-24 17:00:00+00:00,3,129.28,0.15,1.49,123.92,1.24,6.29,7.17,6.69
Paris,48.8566,2.3522,2026-04-24 18:00:00+00:00,3,132.77,0.09,1.91,122.51,1.34,6.33,7.3,7.51
Paris,48.8566,2.3522,2026-04-24 19:00:00+00:00,3,136.18,0.01,2.35,117.57,1.42,6.42,7.48,8.63
Paris,48.8566,2.3522,2026-04-24 20:00:00+00:00,3,142.06,0.0,2.76,111.5,1.47,6.61,7.8,10.1
Paris,48.8566,2.3522,2026-04-24 21:00:00+00:00,3,148.9,0.0,3.36,105.58,1.46,6.86,8.14,11.36
Paris,48.8566,2.3522,2026-04-24 22:00:00+00:00,2,152.36,0.0,3.79,97.44,1.33,7.33,8.65,12.27
Paris,48.8566,2.3522,2026-04-24 23:00:00+00:00,2,156.58,0.0,3.92,90.29,1.16,7.8,9.15,13.44
Paris,48.8566,2.3522,2026-04-25 00:00:00+00:00,2,159.0,0.0,3.77,83.94,0.96,8.29,9.66,14.45
Paris,48.8566,2.3522,2026-04-25 01:00:00+00:00,2,157.04,0.0,3.47,76.85,0.75,8.54,9.91,15.19
Paris,48.8566,2.3522,2026-04-25 02:00:00+00:00,2,155.27,0.0,3.2,70.42,0.57,8.74,10.11,16.01
Paris,48.8566,2.3522,2026-04-25 03:00:00+00:00,2,152.73,0.0,3.01,64.58,0.44,8.85,10.21,16.53
Paris,48.8566,2.3522,2026-04-25 04:00:00+00:00,1,149.04,0.0,3.03,58.05,0.35,8.82,10.18,16.21
Paris,48.8566,2.3522,2026-04-25 05:00:00+00:00,1,149.97,0.0,3.77,51.22,0.32,9.0,10.43,15.58
Paris,48.8566,2.3522,2026-04-25 06:00:00+00:00,1,154.25,0.19,5.17,44.32,0.33,9.4,10.93,14.59
Paris,48.8566,2.3522,2026-04-25 07:00:00+00:00,1,157.86,1.2,5.39,38.33,0.35,9.69,11.33,13.71
Paris,48.8566,2.3522,2026-04-25 08:00:00+00:00,1,160.37,2.23,4.84,35.11,0.4,9.89,11.63,13.62
Paris,48.8566,2.3522,2026-04-25 09:00:00+00:00,2,160.79,2.56,4.43,36.13,0.49,10.31,12.14,13.58
Paris,48.8566,2.3522,2026-04-25 10:00:00+00:00,2,154.75,1.07,3.05,80.17,1.03,13.9,15.63,13.31
